# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = model_4c3a5b56e9b4_model
# start_datetime = 2023-10-16 17:58:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/Rtmp2fBAYL/standata-4c3aa80ec6a.json
# init = 2 (Default)
# random
#   seed = 1939976623
# output
#   file = /home/lbelzile/Documents/Dropbox/Enseignement/MATH80601A/models/Poisson_mixed3-4.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /home/lbelzile/Documents/Dropbox/Enseignement/MATH80601A/models/poisson_mixed3-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,alpha.31,kappa
1477.8,0.971806,0.34672,4,15,0,-1464.47,1.87757,1.70818,1.9154,2.48968,-0.273575,-0.22646,0.0963448,-0.291807,-0.0782332,-0.196449,-0.845046,0.632256,0.308157,-0.0877635,-0.293479,-0.0482205,-0.566703,-0.246251,0.397706,-0.205066,-0.481968,-0.198961,1.65535,1.05044,-0.464472,0.0956057,-0.242639,0.160411,-1.02428,0.486054,0.139453,-0.444285,-0.15319,-0.24154,-0.306312,0.526134
1476.19,0.870867,0.34672,4,15,0,-1457.13,1.89956,1.71966,1.95068,2.54771,-0.426078,0.0523761,-0.162783,-0.376371,0.222317,0.148051,-0.255578,0.342387,-0.241602,0.37031,-1.22864,-0.151053,-0.271466,-0.486278,0.208235,-0.359294,-0.663691,-0.594366,1.65668,0.901362,-0.181286,0.240582,0.309981,-0.48484,-1.1622,0.390576,0.319855,-1.09932,-0.400281,-0.178165,-0.449022,0.516911
1480.31,0.962895,0.34672,4,15,0,-1461.06,1.89104,1.91253,1.96965,2.59731,-0.268871,-0.112767,-0.0800628,-0.0337367,-0.100117,-0.187849,-0.877422,0.589234,0.291268,-0.153468,-0.672725,-0.0589789,-0.655978,-0.399544,0.312098,-0.298244,-0.55004,-0.115609,1.41118,0.79387,-0.535242,-0.0251748,-0.344317,0.0660702,-0.930194,0.383529,0.0813219,-0.499934,-0.262462,-0.262588,-0.149219,0.554995
1478.33,0.939221,0.34672,5,31,0,-1463.2,1.95101,1.88888,1.98519,2.6096,-0.62116,-0.172441,-0.196141,-0.0723923,0.0872727,-0.198161,-1.05501,0.599439,0.19367,0.0125229,-0.899739,0.0184597,-0.712685,-0.281682,0.354977,-0.351208,-0.503895,-0.425664,1.42449,0.844399,-0.488836,-0.0126532,-0.098759,-0.0604571,-0.437775,0.470923,0.37295,-0.898798,-0.321755,-0.401354,-0.297919,0.71839
1469.43,0.768393,0.34672,3,7,0,-1458.71,1.9217,1.9725,2.00668,2.61184,-0.715998,-0.03714,-0.117746,-0.116485,0.398615,-0.0890102,-1.18193,0.57191,0.0456836,-0.0427675,-0.677769,0.0824659,-0.772405,-0.218578,0.435873,-0.184626,-0.437816,-0.421155,1.49113,0.73604,-0.606719,0.00176164,0.0954218,0.0218285,-0.385918,0.532499,0.257072,-0.857949,-0.317895,-0.539669,-0.12929,0.646977
1479.01,1,0.34672,3,7,0,-1456.69,1.9037,1.81145,1.85026,2.57697,-0.429337,-0.116479,0.118088,-0.0966474,-0.0343543,0.120023,-0.465278,0.336188,0.0783802,0.340115,-0.806821,-0.321104,-0.0375865,-0.527857,0.0317989,-0.433879,-0.724184,-0.24705,1.5548,1.04769,-0.130303,0.0789551,-0.0349898,-0.303881,-1.48333,0.391222,0.337715,-0.586947,-0.352481,-0.0264371,-0.449409,0.4459
1480.42,0.968076,0.34672,4,15,0,-1464.23,1.92552,1.79708,1.86215,2.53058,-0.490823,-0.263473,-0.265748,-0.232768,0.326566,-0.331832,-0.586709,0.722777,0.0702113,-0.00573696,-0.792764,0.0366315,-0.804744,-0.496444,0.470886,-0.162369,-0.540642,-0.502009,1.47604,0.913527,-0.575905,0.203296,0.0710821,-0.105679,-0.850494,0.50823,0.215829,-1.07687,-0.369086,-0.27791,-0.0981255,0.574513
1475.1,0.766776,0.34672,3,7,0,-1458.34,1.78587,1.87967,1.94988,2.57035,-0.0208706,0.146281,-0.0961164,-0.256407,-0.251857,0.429148,-0.656983,0.358293,-0.222132,0.442972,-0.632182,-0.0860489,-0.597949,-0.626206,0.44064,-0.244915,-0.426326,-0.26453,1.60939,0.92104,-0.187982,0.218412,-0.0675508,-0.151455,-1.44162,0.308855,0.3113,-0.840207,-0.316985,0.0376623,-0.549341,0.644968
1480.72,0.984863,0.34672,3,7,0,-1462.13,1.89842,1.78056,1.88455,2.50497,-0.285756,-0.315041,-0.102347,-0.10198,-0.0654019,-0.372084,-0.598624,0.580665,0.132544,0.33859,-0.758527,0.0139438,-0.556734,-0.315326,0.411601,-0.00940248,-0.353765,-0.52878,1.43841,0.847704,-0.4464,0.18674,0.235351,-0.114406,-0.859514,0.517923,0.30369,-0.934598,-0.605787,-0.108338,-0.206672,0.649724
1479.17,0.844857,0.34672,4,15,0,-1460.65,1.8686,1.88868,1.88029,2.46018,-0.172888,0.267984,-0.0979859,-0.35549,0.0309472,-0.037034,-0.427898,0.531757,-0.0179017,-0.147715,-0.579052,-0.124527,-0.409618,-0.518342,0.107373,-0.387699,-1.07919,-0.236619,1.62543,1.00346,-0.290032,0.157313,-0.223461,-0.111654,-1.27782,0.261857,0.239616,-0.785176,-0.0680657,-0.335608,-0.26356,0.562702
1476.53,0.957269,0.34672,3,15,0,-1462.71,1.93579,1.82186,1.90484,2.6134,-0.195078,-0.0162735,0.0661728,-0.270293,0.136091,-0.0525719,-0.24275,0.571387,0.035967,0.277743,-0.62714,-0.0491047,-0.550474,0.126155,0.503362,-0.744536,-0.875889,-0.127983,1.39715,0.761232,-0.361755,0.242779,-0.248687,-0.284874,-1.20198,0.522764,0.412656,-0.803452,-0.24457,-0.222447,-0.399247,0.494059
1474.75,0.951719,0.34672,4,15,0,-1458.01,1.71616,1.76541,1.80424,2.45825,-0.520386,0.159064,-0.0895895,0.0107129,0.127256,0.210518,-0.978481,0.531623,0.028265,0.0262077,-0.645607,0.0154411,-0.22393,-0.769499,0.343358,0.293504,-0.336981,-0.654399,1.6923,1.184,-0.103301,0.186422,0.356025,-0.0763272,-0.728278,0.441702,0.109694,-0.63349,-0.1824,-0.18639,0.0414309,0.606754
1476.07,0.939862,0.34672,4,31,0,-1455.52,1.77362,1.77104,1.70837,2.3606,0.144803,0.0989755,0.209959,-0.0143244,0.318881,0.137269,-0.480557,0.764592,0.438839,0.558727,-0.552422,0.126276,-0.290052,0.112651,0.647104,-0.546137,-0.534933,-0.399761,1.7264,0.935722,-0.450467,0.424327,-0.0280288,-0.01388,-1.55961,0.703575,0.655676,-0.74271,-0.103414,-0.0856686,-0.334455,0.586999
1477.11,0.983772,0.34672,4,15,0,-1459.06,1.69551,1.63514,1.64366,2.24636,-0.411618,0.2425,0.100609,0.160465,0.284475,0.186636,-0.655712,0.62568,0.502416,0.192483,-0.222169,0.0163389,-0.167593,-0.410676,0.595705,0.150736,-0.367836,0.15986,1.72004,1.00968,-0.207309,0.524869,0.179812,-0.437257,-0.540041,0.688149,0.553836,-0.588056,-0.193401,0.0617525,0.257644,0.470588
1477.81,0.935194,0.34672,4,31,0,-1456.13,1.90607,1.74591,1.93611,2.47314,-0.197778,0.0695367,0.103363,-0.19597,0.226274,0.157421,-0.359606,0.601885,-0.0953913,0.40363,-0.99895,-0.123045,-0.397165,-0.169547,0.346987,-0.402019,-0.548044,-0.67625,1.45709,1.08773,-0.328976,0.0163489,0.183657,0.347191,-1.28944,0.485893,0.121557,-0.633411,-0.0761613,-0.209455,-0.513248,0.655206
1470.99,0.790195,0.34672,4,15,0,-1453.77,1.89259,1.94316,1.90329,2.61853,-0.256728,0.0660072,0.0222002,-0.0364232,-0.262095,0.0608344,-0.94639,0.507895,0.249188,0.137471,-0.639018,-0.0659852,-0.272644,-0.539127,0.28245,-0.111006,-0.585404,-0.129572,1.65133,0.763736,-0.168693,0.159415,-0.214846,-0.48963,-0.824429,0.123924,0.170384,-1.47669,-0.329321,-0.155253,0.064658,0.463305
1475.18,0.995345,0.34672,4,15,0,-1453.32,1.79506,1.84537,1.77223,2.42569,-0.334812,-0.115338,-0.323314,-0.0187031,0.144396,0.143049,-0.460119,0.549257,0.0887802,0.13402,-1.06647,0.0236724,-0.408407,-0.299931,0.494417,-0.53572,-0.430388,-0.597848,1.67098,0.897622,-0.600183,0.241963,0.253311,-0.0345787,-1.31315,0.642825,0.311895,-0.160081,-0.686182,-0.328534,-0.579486,0.573821
1482.18,0.913877,0.34672,4,15,0,-1459.09,1.87488,1.75708,1.93956,2.49125,-0.139031,0.0711782,-0.401135,-0.077396,0.178512,0.213984,-0.528767,0.150354,-0.0480184,0.164566,-0.543555,-0.0778194,-0.237145,-0.34369,0.293788,-0.126692,-0.362869,-0.344307,1.43334,1.00319,-0.437891,0.189038,-0.149908,-0.105959,-1.10074,0.329002,0.291305,-0.87992,-0.337565,0.0059255,-0.0727016,0.488309
1481.88,0.954273,0.34672,4,31,0,-1467.67,1.76371,1.7906,1.7453,2.47678,-0.187773,0.0529509,0.165696,0.160498,0.123839,-0.00323264,-0.497464,0.881631,0.142449,0.262574,-0.583633,0.131375,-0.405632,-0.300746,0.621149,-0.366922,-0.247301,-0.0626047,1.74292,0.879682,-0.230218,0.053483,0.219153,-0.24367,-0.940488,0.331449,0.377457,-0.675544,-0.266146,-0.143858,-0.403046,0.45606
1481.08,0.813059,0.34672,4,15,0,-1459.62,1.74793,1.80754,1.85541,2.46991,-0.357808,0.10806,-0.0546838,-0.317499,0.252042,0.26014,-0.415439,0.313321,0.187923,0.273262,-0.722422,-0.15948,-0.260051,-0.275534,0.26042,0.00317099,-0.778615,-0.572507,1.65746,1.20271,-0.478404,0.38143,-0.023914,0.0867153,-1.36857,0.68679,0.300106,-0.600307,-0.156504,-0.136792,-0.00279389,0.608567
1480.16,0.931989,0.34672,4,15,0,-1464.89,1.71647,1.74513,1.81092,2.42309,-0.439395,0.56292,-0.153499,0.0014967,0.136388,0.0771839,-0.647012,0.461413,0.207669,0.312662,-0.610911,-0.0296006,-0.408516,-0.345125,0.432469,-0.476394,-0.736729,-0.513479,1.7071,0.946959,-0.409387,0.36898,0.0628401,-0.0693053,-1.05486,0.486684,0.433232,-0.549085,-0.607492,-0.27674,-0.0836243,0.487944
1476.53,0.967372,0.34672,4,15,0,-1462.96,1.59821,1.58061,1.63618,2.38755,-0.438488,-0.0382844,0.112717,0.0235298,0.0925365,0.176301,-0.490735,0.594366,0.475551,0.479435,-0.72113,0.198046,0.0508581,-0.187798,0.338964,-0.0562719,-0.441432,-0.51611,1.85078,1.1496,-0.0242295,0.178318,0.124174,0.122058,-1.05076,0.868046,0.415544,-0.755705,0.125369,-0.121327,0.346865,0.499936
1475.52,0.996662,0.34672,4,23,0,-1461.95,1.79592,1.78807,1.84434,2.53334,-0.0669144,-0.15411,0.00777926,-0.477193,0.373371,-0.085505,-0.377671,0.590209,-0.127886,0.172441,-0.788054,-0.127455,-0.76594,-0.296735,0.457211,-0.215014,-0.504339,-0.0940136,1.54765,0.741418,-0.586988,0.0418084,0.103182,-0.14448,-1.11064,0.368801,0.255739,-0.546671,-0.556398,0.00847011,-0.85071,0.479663
1477.67,0.965915,0.34672,4,15,0,-1457.14,1.8452,1.72419,1.85203,2.38555,-0.490695,0.0972412,-0.0374735,0.250734,-0.0876353,0.158738,-0.710638,0.491148,0.195646,0.177753,-0.862668,0.0815334,-0.0415502,-0.278763,0.350263,-0.21223,-0.559004,-0.488526,1.52327,1.10763,0.0587399,0.370328,-0.0927308,-0.0821527,-0.896181,0.562124,0.37274,-1.0157,-0.334374,-0.313739,0.170879,0.683497
1471.99,0.923401,0.34672,4,15,0,-1453.17,1.47305,1.50204,1.48022,2.17183,-0.246964,0.308953,0.275165,0.529371,0.111814,0.398626,-0.574201,0.757535,0.428914,0.436705,-0.869855,0.202039,0.112282,-0.0360196,0.565521,-0.0943285,-0.395774,-0.206455,1.77234,1.35255,0.36055,0.604839,0.276422,0.0147495,-0.931359,0.774895,0.644299,-0.810569,0.0643959,-0.0351273,0.453498,0.778174
1470.01,0.962182,0.34672,4,15,0,-1449.81,1.5684,1.4695,1.43161,2.16448,0.139029,0.280115,0.267449,-0.286995,0.67771,0.301003,0.0221828,0.834157,0.33001,0.535574,-0.168127,0.174356,-0.541935,-0.220771,0.759069,-0.13189,-0.229684,0.0262932,1.93539,1.1187,-0.499205,0.223815,0.332513,0.26083,-0.79338,0.708683,0.47262,-0.151501,-0.0706559,0.156805,-0.504597,0.521912
1469.76,0.958888,0.34672,4,15,0,-1442.84,1.46783,1.45187,1.42146,2.09792,-0.172857,0.3921,0.276721,0.544617,0.200849,0.498788,-0.470508,0.889664,0.48249,0.510447,-0.692396,0.383208,0.214598,-0.028793,0.645469,0.266391,-0.300571,-0.127346,1.75527,1.41423,0.451525,0.715256,0.375545,0.0755643,-1.0107,0.874975,0.695153,-0.688875,0.116089,0.0764585,0.592809,0.83121
1468.35,0.961824,0.34672,4,15,0,-1448.36,1.37949,1.43364,1.46676,2.13599,-0.121143,0.395415,0.265648,0.699989,0.136161,0.453671,-0.512578,0.859588,0.459552,0.65223,-0.61004,0.437103,0.238328,-0.0556357,0.728578,0.215068,-0.192164,0.105525,1.799,1.39326,0.478212,0.703066,0.385447,0.102481,-1.14255,0.88618,0.743032,-0.743563,0.0956277,0.0501234,0.50586,0.879001
1476.19,0.99174,0.34672,3,15,0,-1454.39,1.54918,1.5016,1.53265,2.16981,-0.252898,0.325583,0.413581,-0.170232,0.465938,0.611669,-0.46246,0.743463,0.674935,0.30553,-0.48505,0.244027,0.147681,-0.225571,0.581621,0.299391,-0.660905,0.045237,2.06013,1.31242,-0.0354278,0.627045,0.515533,0.266621,-0.98177,0.690389,0.609415,-0.736195,-0.108832,-0.0764846,-0.122769,0.648457
1484.29,0.912263,0.34672,4,15,0,-1459.42,1.69673,1.66416,1.70348,2.36685,-0.0019366,0.32787,-0.017457,0.310315,0.212761,0.131665,-0.322046,0.631761,0.178893,0.478847,-0.606367,0.0337588,-0.448043,-0.119288,0.575459,-0.418474,-0.220559,-0.296063,1.82567,1.17408,-0.425916,0.382324,0.156514,-0.0176565,-0.910498,0.46269,0.489849,-0.413528,0.0266673,0.143402,-0.0270307,0.482996
1481.51,0.95322,0.34672,3,15,0,-1470.87,1.68775,1.64915,1.70149,2.36988,-0.579444,0.0452004,0.0499284,-0.105697,0.149094,0.294878,-0.386467,0.87226,0.250393,0.294784,-0.802462,0.222434,-0.0697579,-0.250889,0.407473,0.23958,-0.525417,-0.558116,1.69115,1.03188,-0.245738,0.415438,0.102323,0.0139859,-1.54047,0.745071,0.515033,-0.724152,-0.254416,-0.0557079,0.0409816,0.690705
1473.43,0.639472,0.34672,3,7,0,-1458.87,1.59488,1.62404,1.77649,2.27838,-0.750407,0.0160681,0.020435,-0.0624999,0.113554,0.41394,-0.210398,0.793301,-0.0802535,0.373991,-0.507374,0.231545,0.0321674,-0.0279935,0.376147,0.0817515,-0.696612,-0.286171,1.58789,1.23884,-0.13308,0.416898,0.0660056,0.00167611,-1.59682,0.744839,0.378914,-0.608095,-0.0881337,-0.0925907,0.0614157,0.605404
1476.64,0.990663,0.34672,4,15,0,-1454.6,1.67211,1.59344,1.73598,2.33133,-0.389274,0.0555403,0.148047,-0.0813419,-0.0618254,0.325657,-0.0774324,0.850561,0.267602,0.284974,-0.538292,0.18119,-0.0435157,0.0247177,0.690854,0.062339,-0.918686,-0.157719,1.60743,1.28268,-0.473098,0.481947,0.33538,-0.0286544,-1.3511,0.511941,0.421776,-0.605115,0.107722,-0.319686,-0.109527,0.625266
1481.11,0.79266,0.34672,3,15,0,-1460.98,1.77535,1.60618,1.73851,2.37504,-0.340387,0.193678,0.0986144,0.160562,0.234327,0.38536,-0.352415,0.859515,0.056309,0.20725,-0.801197,0.0519184,-0.163411,-0.103578,0.64516,0.13344,-0.423092,-0.117535,1.79296,1.19594,-0.242067,0.564801,0.231159,-0.0454499,-1.20552,0.546216,0.424306,-0.718931,-0.431161,-0.0678871,0.288551,0.598524
1483.08,1,0.34672,4,15,0,-1470.64,1.6622,1.76127,1.76323,2.43592,-0.0745019,-0.0416204,0.195996,-0.137012,0.308646,0.170525,-0.46969,0.506707,0.363494,0.365253,-0.385208,0.177065,-0.267626,-0.420599,0.433106,-0.207198,-0.715632,-0.275126,1.63528,0.932266,-0.407615,0.123132,0.280251,0.0750593,-0.920792,0.42377,0.343315,-0.458106,0.178779,0.162769,-0.481102,0.555419
1478.27,0.824679,0.34672,3,7,0,-1466.97,1.70056,1.69282,1.77784,2.49141,-0.220147,-0.0060405,0.00986872,-0.0578649,0.165768,0.203041,-0.673935,0.495958,0.258201,0.516714,-0.451191,0.0722923,-0.624442,-0.532281,0.599374,-0.161311,-0.844678,-0.27872,1.7547,1.0325,-0.376983,0.108665,0.211228,0.0360737,-0.747716,0.343761,0.385344,-0.388933,0.226249,0.165874,-0.436678,0.482686
1482.91,0.962407,0.34672,3,15,0,-1464.89,1.83647,1.7712,1.80165,2.381,-0.392419,-0.0181286,0.131168,0.0774299,0.204361,0.0245478,-0.270187,0.578355,0.189132,0.139598,-0.671515,-0.0282154,-0.131421,-0.104353,0.40538,-0.204729,-0.775334,-0.366879,1.52719,1.01007,-0.546956,0.17709,-0.0826944,-0.285582,-1.0803,0.620017,0.516246,-0.792702,-0.497921,-0.140656,-0.479238,0.624149
1476.94,0.823691,0.34672,3,7,0,-1465.99,1.65225,1.80133,1.88817,2.56821,-0.413586,-0.0921438,-0.0981155,-0.260682,0.334399,0.131668,-0.72355,0.763754,-0.103472,0.219522,-0.420632,0.0358224,-0.11881,-0.513521,0.34426,-0.379398,-0.534543,-0.476481,1.66904,0.952853,-0.410653,0.239724,-0.0402109,-0.201921,-0.988567,0.676441,0.39866,-0.907788,-0.171935,0.230783,-0.434055,0.512642
1482.38,0.997388,0.34672,4,15,0,-1462.72,1.80468,1.69804,1.63033,2.37688,-0.266254,0.198023,-0.214563,0.121777,0.419635,0.178698,-0.277936,0.63393,0.056955,0.206707,-0.555682,0.077922,-0.212104,-0.125637,0.512619,-0.0113145,-0.746314,-0.707385,1.75124,1.02008,-0.137102,0.137457,0.122766,0.048184,-1.18868,0.669642,0.523452,-0.784133,-0.075942,-0.224451,-0.126358,0.506596
1480.33,0.791323,0.34672,3,15,0,-1462.86,1.81368,1.77533,1.66647,2.48189,-0.340817,0.0991583,0.133476,-0.0692984,0.164643,-0.0304187,-0.454138,0.640629,0.332049,0.437965,-0.782721,0.00893321,-0.242199,-0.00167106,0.313912,-0.0196793,-0.952592,-0.19202,1.60173,1.09891,-0.460821,0.213008,0.228274,-0.07437,-1.42448,0.741737,0.451496,-0.67757,0.0772543,-0.148316,-0.272772,0.687132
1474.56,0.684287,0.34672,3,7,0,-1456.3,1.71538,1.68377,1.8352,2.40386,-0.494542,0.123695,0.0648086,-0.0123454,0.147684,-0.13284,-0.567342,0.762348,-0.26397,0.439345,-0.602403,0.303266,-0.340571,-0.154261,0.659398,-0.306458,-0.966997,-0.0550746,1.76152,1.06735,-0.0652083,0.510347,0.0744187,0.169441,-0.978891,0.380497,0.451819,-0.86176,-0.494238,0.150982,-0.413929,0.54776
1471.07,0.847398,0.34672,4,15,0,-1447.71,1.66205,1.46983,1.54496,2.22881,-0.298602,0.294819,0.135312,-0.0463038,-0.0467205,0.249423,-0.254151,0.889146,0.201949,0.655498,-0.305423,0.0536775,-0.502431,-0.239115,0.823365,-0.231301,-0.373751,-0.386148,1.90194,1.2133,-0.21334,0.497439,0.623403,0.267287,-0.954053,0.485838,0.57461,-0.766712,0.424958,-0.207284,0.176498,0.600798
1470.64,0.995874,0.34672,4,15,0,-1454.33,1.53207,1.69813,1.69891,2.26569,0.13465,0.279601,0.26416,0.164974,0.880744,0.47541,-0.403243,0.747342,0.446773,0.254775,-0.710526,0.219312,-0.217367,0.00800523,0.377505,0.192136,-0.481846,0.0384882,1.70695,1.07779,-0.0292903,0.379589,-0.0692901,-0.0858055,-0.915924,0.731815,0.64851,-0.0840162,-0.496217,0.170487,-0.128839,0.53722
1466.67,0.909368,0.34672,4,15,0,-1448.85,1.70677,1.48346,1.68227,2.3824,-0.534651,0.196413,0.115299,-0.186905,-0.293511,0.0994614,-0.864184,0.782491,0.151784,0.500028,-0.252338,0.122389,-0.255449,-0.323605,0.727044,-0.259722,-0.308266,-0.251218,1.8106,1.25231,-0.0974261,0.403105,0.539481,0.191231,-0.769675,0.672741,0.342228,-1.30056,0.215424,-0.218825,0.0639837,0.705862
1474.79,0.961259,0.34672,4,15,0,-1448.49,1.61468,1.74143,1.69089,2.31371,0.0306209,0.309669,0.201513,0.0320262,0.579374,0.53813,-0.505884,0.699654,0.434086,0.274601,-0.225029,0.0322719,0.135474,-5.52747e-05,0.485749,0.14928,-0.403573,-0.0231387,1.70336,1.12199,-0.726366,0.510084,0.108664,0.100151,-1.40968,0.618612,0.408168,-0.426873,-0.37915,0.0498166,-0.301039,0.558714
1477.89,0.856702,0.34672,4,15,0,-1453.01,1.65112,1.69583,1.71021,2.33308,-0.315167,-0.0444765,0.196335,0.119567,0.0117289,0.00269547,-0.331427,0.775761,0.105677,0.570617,-1.01774,0.10168,-0.63302,-0.204041,0.505676,-0.284671,-0.506986,-0.401681,1.78658,1.16348,-0.0694118,0.211327,0.347704,0.0485432,-0.351676,0.708481,0.565744,-0.550751,0.227773,0.0763525,0.120858,0.608498
